ID;EMPRESA;CATEGORIA;DETALHE;IMPACTO;ACAO_RECOMENDADA
"e5a2d04a";"CEB SEGURANÇA LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"16f52d96";"CENEGED- COMPAHIA ELETROMECANICA E GERENCIAMENTO DE DADOS SA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"4487a432";"TROPICAL MULTILOJA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"7fb192d9";"SINDICATO DAS EMPRESAS DE TRANSPORTE DE CARGAS E LOGISTICA DO ESTADO DE MA ( SETECEMA)";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"727ce4ad";"SINDICATO DOS TRABALHADORES EM TRANSPORTE RODOVIARIOS DO ESTADO DO MARANHAO ( SETTREMA)";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"8c894576";"EQUILIBRIO PROTECAO FLORESTAL LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"8ab2e462";"IPHONE SELECT";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"f62544e3";"COLEGIO INA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"d66fa2a9";"ALOK SERVICE LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"dcab2d55";"HOSPITAL MATER DEI";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"dd8fe584";"INSTITUTO DE REABILITAÇÃO E PREVENCAO EM SAUDE INDAIA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"fa19d020";"HTD EMPREENDIMENTOS LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"29afd09b";"HTD SERVICOS E LOCAÇÕES LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"2aa85bd6";"ESFERA SERVIÇOS";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"f9c76339";"TOPSEG SEGURANCA PATRIMONIAL LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"b82f828d";"HOLISTE PSIQUIATRIA LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"ef8e91d2";"AA ALTERNATIVA TRANSPORTES LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"86948b2d";"RP TRANSPORTE E SERVIÇOS LTDA / RCS TRANSPORTE E SERVICOS LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"33b5b8f0";"PEDREIRAS LAGE LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"da487626";"TERMOPLAST EMBALAGENS LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"c7f0a430";"VAP BAHIA EMBIENTAL COLETA DE RESIDUOS LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"46f834c6";"CONDOMINIO EDIFICIO MORADA DOS CARDEAIS";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"13dfec18";"PARCEIRO SERVIÇOS ADMNISTRATIVOS LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"18db61ab";"LITORAL DISTRIBUIDORA DE BEBIDAS LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"473212fd";"DROGAFORTE LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"4d7bcb31";"COMERCIO DE FERRO AREVALO E JUNIOR LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"e4abe5e7";"KERO- KERO PAES EMBALADOS LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"f7729e67";"O BARATÃO AUTO PEÇAS";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"f9778e2d";"SINDPAN";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"c7345957";"ENGEPON TELECOM LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"babc649f";"ORV SERVICOS DE MANUTENÇÃO LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"98b63328";"MAPRON MATERIAIS PARA CONSTRUÇÃO LIMITADA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"14203cd5";"PARCEIRO SERVIÇOS EDMNISTRATIVOS LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"9e8ab993";"TOPSEG SEGURANÇA PATRIMONIAL LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"746fbe1f";"EDITORA JORNAL DO COMMERCIO LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"df65db80";"SOLUTION DISTRIBUIDORA DE PRODUTOS VETERINARIOS LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"91780d59";"CENTRO DE MEDICINA HUMANA LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"f8b09101";"DINAMO ENGENHARIA LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"744d1a70";"PETROBAHIA SA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"e5245852";"OUTBACK STEAKHOUSE RESTAURANTES BRASIL SA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"f56fd802";"GLOBALTECH BRASIL LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"da7d64c8";"DP COMERCIO DE AGUA LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"71a92af1";"DB COMERCIO DE FRUTAS LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"e270b3a6";"OPEN BUILDING SYSTEM BRASIL LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"d71d9029";"AIR LESS SERRANA SERVIÇOS LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"25c3ba1b";"ZINNI E GYELL INDUSTRIA DE AUTO PEÇAS LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"c87b88bb";"PRISMA CONSULTORIA AMBIENTAL LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"e1b17ecf";"MUNICIPIO DE VALENCA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"7965bdd4";"SOCIALIZA EMPREENDIMENTOS E SERVIÇOS DE MANUTENÇÃO LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"d116cd3f";"ML LOCAÇÃO DE MAQUINAS EQUIPAMENTOS";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"e9e5f65d";"BARROS SILVA CONSULTORIA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"a4f2b817";"SINDICATO DOS EMPREGADOS DAS EMPRESAS DE TRANSPORTES DE CARGAS E LOGIST REGIÃO SUL ESTADO DO MARANHÃO";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"02432d9f";"GOTEMBURGO VEICULO LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"6fd760fe";"CRC DA COSTA TRANSPORTES LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"58927e5a";"QWA INSPERÇÃO E SERVIÇOS LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"bff8b901";"VEPER SERVIÇOS ESPECIALIZADOS";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"55bf9515";"HIGICLEAN TECNOLOGIA EM HIGIENIZAÇÃO E CONSERVAÇÃO LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"b104c3dc";"VAP BAHIA AMBIENTAL COLETA DE RESIDUOS LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"b9a852b7";"SSN INCORPORAÇÕES E EMPREENDIMENTOS LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"d202e899";"TIVIT TERCEIRIZAÇÃO DE PROCESSOS, SERVIÇOS E TECNOLOGIA S/A";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"d7e3afab";"METALCASTY LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"b17cb4a0";"ELOS ENGENHARIA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"f0a74628";"PIGMA GRAFICA E EDITORA LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"8d552131";"ASOCIAÇÃO DOS TRABALHADORES E APOSENTADOS DA EMBASA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"a0f5e7f6";"BARCINO ESTEVE CONSTRUTORA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"11c67946";"PA ARQUIVOS LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"26013b7f";"AZ4 DISPLAYS INDUSTRIA E COMERCIO LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"6f34c062";"NX BOATS INDISTRIA E COMERCIO DE PRODUTOS NAUTICOS LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"d0f7afa0";"EXPRESSLIMP LIMPEZA E CONSERVAÇÃO LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"13ba2835";"YTAQUITI CONSTRUTORA LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"5f3dabe0";"MULTIMODAL TRANSPORTE E DEPOSITOS D K LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"ed892dbe";"ZE TELECOM SERVIÇOS";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"f7d8096b";"WERLANG CONFORT FOOD LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"f09b3ac7";"ITAPAGIPE GAS COMERCIO DE GLP LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"e0a30945";"ESCOLA MEDALHA MILAGROSA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"231aa1d9";"VALDINEIA BATISTA MOTA FEITOSA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"eb7a8ddb";"GRUPO DE AFINIDADE AERO HOTEL, LF EMPREENDIMENTOS, FIRME PRAIA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"0a478a93";"BRASIL ATACADO LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"48b8985c";"POTIGUAR MATERIAIS DE CONSTRUÇÃO S.A";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"06203cff";"LYNKZ - VIEIRA BRASIL";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"b2d39255";"TRANSPORTADORA ROLIM LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"e2e1ff4f";"A GERADORA ALUGUEL DE MAQUINAS S.A";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"3ae6bd2d";"A.C. DE SOUZA TEIXEIRA E CIA LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"48428f54";"CHIACCHIO INDUSTRIA DE EMBALAGENS LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"ced01cda";"NMS SERVIÇOS LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"82a37041";"ELVIS ENGENHARIA LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"41595db9";"LABORATORIO DE ANALISES CLINICAS JAIME FELIX CERQUEIRA LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"b645ed43";"TRIX MIRIM ALIMENTAÇÃO ESCOLAR LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"7c2c9542";"GARRA SERVIÇOS LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"42ac8112";"CAPIBARIBE VIAGENS TURISMO E LOCADORA LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"e49eff1e";"PRO SECURITY SEGURANÇA PATRIMONIAL LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"fb9e5dfb";"BOMPLASTIL EMBALAGENS LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"6fc15886";"GALLOTTI TRUCKS VITORIA DA CONQUISTA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"0e490a5f";"BLUE TINTAS LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"1e27267b";"PAMPULHA ENGENHARIA LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"1e12c968";"MIRASOL TRANSPORTE E ARMEZEM LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"c6863c74";"MAX FORTE SERVIÇOES DE SEGURANÇA LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"953f0e36";"LABORATORIO DE ANALISES CLINICAS FERNANDO QUEIROZ LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"ff9dfc96";"SALINOR- SALINAS DO NORDESTE S.A";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"a453343e";"SAMACA BENEFICIAMENTOS E PROCESSAMENTOS LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"bc791446";"HOSPITAL DAS CLINICAS DE ALAGOINHAS LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"7f2281bc";"SERV MAIS SERVIÇOS DE LIMPEZA LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
"21708d16";"BR ADMNISTRADORA EM GESTAO DE SAUDE LTDA";"Seleção Completa de Faixas (47 opções)";"Contém 47 faixas selecionadas no formulário";"Possível seleção genérica no formulário do AppSheet sem distribuição de vidas por faixa";"Preservar texto original; não inferir contagem específica por faixa"
